Date,TransportType,Route,DepartureTime,ArrivalTime,Passengers,DepartureStation,ArrivalStation,Delay
2023-01-12,Bus,Route_10,09:02,09:16,55,Station_7,Station_9,4
2023-01-12,Tram,Route_6,18:26,19:41,90,Station_16,Station_10,11
2023-01-12,Train,Route_7,13:06,14:33,79,Station_17,Station_1,3
2023-01-12,Train,Route_7,15:13,17:12,71,Station_1,Station_20,13
2023-01-12,Train,Route_8,15:13,15:20,14,Station_1,Station_12,5
2023-01-12,Bus,Route_3,14:47,16:05,59,Station_8,Station_19,10
2023-01-12,Tram,Route_2,17:00,18:24,100,Station_4,Station_17,11
2023-01-12,Tram,Route_4,22:22,23:57,37,Station_19,Station_12,4
2023-01-12,Train,Route_2,22:14,23:09,68,Station_17,Station_5,13
2023-01-12,Train,Route_4,05:49,06:46,70,Station_20,Station_16,7
2023-01-12,Metro,Route_5,21:25,22:57,95,Station_8,Station_15,7
2023-01-12,Metro,Route_5,17:22,18:19,32,Station_15,Station_14,11
2023-01-12,Metro,Route_6,16:41,17:48,53,Station_4,Station_7,7
2023-01-12,Train,Route_5,15:01,15:34,2,Station_1,Station_5,12
2023-01-12,Tram,Route_4,15:20,16:37,23,Station_8,Station_14,3
2023-01-12,Train,Route_7,08:30,08:40,99,Station_15,Station_2,5
2023-01-13,Bus,Route_7,13:09,14:26,92,Station_3,Station_6,11
2023-01-13,Train,Route_9,17:26,19:30,43,Station_7,Station_1,11
2023-01-13,Metro,Route_5,21:20,22:16,70,Station_18,Station_14,7
2023-01-13,Train,Route_7,21:26,22:02,16,Station_4,Station_19,10
2023-01-13,Metro,Route_5,14:41,14:56,69,Station_17,Station_7,2
2023-01-13,Bus,Route_1,20:26,20:54,43,Station_15,Station_17,12
2023-01-13,Metro,Route_3,06:16,07:50,96,Station_15,Station_3,4
2023-01-13,Bus,Route_10,15:47,17:03,84,Station_6,Station_18,11
2023-01-13,Bus,Route_2,15:48,17:36,15,Station_4,Station_12,6
2023-01-13,Tram,Route_9,16:55,17:09,17,Station_12,Station_13,3
2023-01-13,Train,Route_2,11:14,11:32,27,Station_9,Station_17,4
2023-01-13,Tram,Route_3,09:16,10:25,16,Station_8,Station_11,3
2023-01-13,Bus,Route_1,20:59,22:02,59,Station_8,Station_3,14
2023-01-13,Metro,Route_10,20:48,21:56,16,Station_11,Station_13,8
2023-01-13,Tram,Route_5,15:19,16:52,48,Station_19,Station_19,1
2023-01-13,Metro,Route_5,16:52,17:34,48,Station_17,Station_2,10
2023-01-13,Tram,Route_4,10:53,11:54,85,Station_14,Station_6,10
2023-01-13,Train,Route_6,21:39,22:08,16,Station_4,Station_19,5
2023-01-13,Bus,Route_10,20:59,22:06,37,Station_1,Station_7,12
2023-01-13,Bus,Route_1,11:54,13:30,20,Station_9,Station_2,5
2023-01-13,Train,Route_7,12:13,13:27,80,Station_18,Station_8,9
2023-01-13,Tram,Route_5,18:14,18:37,45,Station_12,Station_1,6
2023-01-13,Bus,Route_4,14:56,16:53,2,Station_8,Station_9,9
2023-01-13,Metro,Route_3,18:08,18:42,61,Station_17,Station_16,11
2023-01-13,Metro,Route_4,14:28,15:55,87,Station_3,Station_18,4
2023-01-13,Metro,Route_10,11:30,12:24,34,Station_1,Station_7,1
2023-01-13,Tram,Route_4,05:35,07:32,17,Station_19,Station_6,7
2023-01-13,Metro,Route_2,18:27,18:43,61,Station_14,Station_1,13
2023-01-13,Train,Route_6,22:24,24:13,54,Station_11,Station_19,4
2023-01-13,Metro,Route_9,13:13,15:12,48,Station_16,Station_11,11
2023-01-13,Bus,Route_9,08:15,08:46,21,Station_12,Station_11,8
2023-01-13,Metro,Route_10,15:08,15:58,83,Station_15,Station_19,4
2023-01-14,Metro,Route_1,08:28,08:51,12,Station_10,Station_5,9
2023-01-14,Metro,Route_4,06:28,07:10,97,Station_11,Station_8,12
2023-01-14,Metro,Route_2,07:38,09:30,66,Station_18,Station_14,7
2023-01-14,Bus,Route_6,07:34,09:25,75,Station_15,Station_19,10
2023-01-14,Bus,Route_2,22:06,23:50,70,Station_11,Station_10,8
2023-01-14,Tram,Route_6,16:04,17:12,36,Station_11,Station_17,3
2023-01-14,Bus,Route_4,18:49,19:48,21,Station_7,Station_4,12
2023-01-14,Train,Route_4,20:47,21:17,81,Station_12,Station_19,13
2023-01-14,Train,Route_10,08:55,10:50,33,Station_6,Station_2,0
2023-01-14,Metro,Route_8,11:02,12:13,45,Station_16,Station_10,8
2023-01-14,Train,Route_2,10:56,11:37,39,Station_8,Station_8,13
2023-01-14,Bus,Route_5,07:13,09:11,22,Station_16,Station_12,6
2023-01-14,Tram,Route_6,13:35,14:23,10,Station_20,Station_14,13
2023-01-14,Tram,Route_1,09:56,11:10,59,Station_6,Station_1,2
2023-01-14,Metro,Route_2,10:03,10:31,2,Station_3,Station_12,6
2023-01-14,Bus,Route_6,15:36,17:21,14,Station_3,Station_5,2
2023-01-14,Metro,Route_8,12:04,13:06,12,Station_7,Station_14,0
2023-01-14,Bus,Route_1,09:18,10:14,93,Station_2,Station_20,12
2023-01-14,Tram,Route_7,11:37,13:37,85,Station_19,Station_6,5
2023-01-14,Train,Route_1,12:30,13:38,49,Station_19,Station_5,15
2023-01-14,Tram,Route_7,12:43,14:04,25,Station_2,Station_5,4
2023-01-14,Tram,Route_4,07:47,09:07,92,Station_1,Station_2,4
2023-01-14,Bus,Route_3,16:31,17:39,47,Station_16,Station_1,1
2023-01-14,Metro,Route_3,19:52,20:45,51,Station_14,Station_13,4
2023-01-14,Tram,Route_10,20:49,21:36,59,Station_15,Station_7,15
2023-01-14,Train,Route_10,20:40,22:40,84,Station_20,Station_8,5
2023-01-14,Metro,Route_4,19:53,21:07,82,Station_10,Station_13,0
2023-01-14,Tram,Route_1,11:36,12:05,65,Station_15,Station_1,6
2023-01-14,Bus,Route_2,08:00,08:51,39,Station_11,Station_6,11
2023-01-14,Metro,Route_7,21:29,23:16,93,Station_8,Station_8,8
2023-01-14,Bus,Route_2,17:07,18:33,80,Station_9,Station_19,3
2023-01-14,Tram,Route_1,05:09,06:26,59,Station_1,Station_8,6
2023-01-15,Tram,Route_10,13:59,15:17,80,Station_4,Station_2,5
2023-01-15,Bus,Route_5,05:46,06:42,76,Station_12,Station_11,11
2023-01-15,Metro,Route_10,07:13,09:05,12,Station_14,Station_1,0
2023-01-15,Train,Route_10,12:42,13:28,61,Station_14,Station_7,5
2023-01-15,Tram,Route_9,13:04,14:26,37,Station_2,Station_12,7
2023-01-15,Tram,Route_8,12:18,13:28,99,Station_18,Station_12,6
2023-01-15,Train,Route_10,17:52,19:32,96,Station_17,Station_19,13
2023-01-15,Metro,Route_6,18:11,18:51,17,Station_5,Station_2,6
2023-01-15,Tram,Route_3,19:05,19:55,81,Station_20,Station_10,9
2023-01-15,Metro,Route_7,16:50,17:26,67,Station_11,Station_5,5
2023-01-15,Bus,Route_1,13:13,14:29,12,Station_7,Station_17,15
2023-01-15,Train,Route_4,13:20,14:51,62,Station_18,Station_7,13
2023-01-15,Metro,Route_4,07:50,08:38,46,Station_2,Station_19,15
2023-01-15,Tram,Route_3,19:36,20:29,77,Station_19,Station_8,15
2023-01-15,Train,Route_6,17:36,19:15,68,Station_13,Station_7,6
2023-01-15,Tram,Route_6,05:09,06:18,6,Station_4,Station_3,14
2023-01-15,Bus,Route_2,09:48,10:33,24,Station_2,Station_7,14
2023-01-15,Bus,Route_6,03:40,04:48,25,Station_6,Station_19,11
2023-01-15,Tram,Route_6,05:49,06:28,27,Station_13,Station_15,9
2023-01-15,Train,Route_4,22:54,23:07,54,Station_12,Station_20,0
2023-01-15,Metro,Route_9,19:34,21:21,79,Station_2,Station_14,2
2023-01-15,Metro,Route_1,21:19,21:34,62,Station_3,Station_15,1
2023-01-15,Train,Route_1,09:48,10:48,13,Station_3,Station_17,2
2023-01-15,Metro,Route_6,18:17,18:59,99,Station_6,Station_15,10
2023-01-15,Metro,Route_3,11:49,12:29,3,Station_6,Station_2,13
2023-01-15,Train,Route_10,22:25,22:30,65,Station_6,Station_14,4
2023-01-15,Train,Route_1,06:35,07:46,94,Station_9,Station_6,13
2023-01-15,Train,Route_6,06:48,07:24,15,Station_2,Station_13,2
2023-01-15,Metro,Route_6,13:36,13:59,80,Station_6,Station_16,7
2023-01-15,Tram,Route_6,09:53,11:01,54,Station_8,Station_12,11
2023-01-15,Bus,Route_10,13:00,14:55,73,Station_18,Station_8,4
2023-01-15,Metro,Route_8,20:51,21:55,84,Station_8,Station_14,15
2023-01-16,Tram,Route_2,12:38,13:03,5,Station_4,Station_10,11
2023-01-16,Bus,Route_9,17:10,18:58,35,Station_19,Station_3,8
2023-01-16,Metro,Route_7,07:51,09:03,84,Station_8,Station_5,1
2023-01-16,Train,Route_8,12:01,13:05,39,Station_16,Station_4,14
2023-01-16,Bus,Route_6,18:34,20:30,85,Station_9,Station_15,2
2023-01-16,Train,Route_4,07:11,07:23,89,Station_10,Station_1,8
2023-01-16,Metro,Route_2,22:23,23:11,81,Station_8,Station_12,5
2023-01-16,Tram,Route_1,18:01,18:28,58,Station_9,Station_4,15
2023-01-16,Bus,Route_1,09:26,10:01,55,Station_12,Station_12,13
2023-01-16,Tram,Route_2,08:32,09:52,98,Station_15,Station_19,3
2023-01-16,Bus,Route_5,12:50,13:05,95,Station_1,Station_18,4
2023-01-16,Metro,Route_10,19:41,21:14,59,Station_2,Station_1,12
2023-01-16,Tram,Route_5,19:53,20:26,92,Station_16,Station_20,14
2023-01-16,Bus,Route_1,13:12,15:25,32,Station_19,Station_7,13
2023-01-16,Metro,Route_3,06:40,08:29,14,Station_17,Station_4,12
2023-01-16,Tram,Route_5,16:32,17:24,38,Station_1,Station_12,13
2023-01-16,Bus,Route_9,10:01,11:30,7,Station_5,Station_1,9
2023-01-16,Metro,Route_7,18:11,18:36,29,Station_17,Station_15,0
2023-01-16,Bus,Route_9,06:50,07:57,94,Station_16,Station_17,2
2023-01-16,Train,Route_2,19:42,21:17,25,Station_5,Station_18,13
2023-01-16,Bus,Route_1,19:45,21:39,10,Station_11,Station_5,12
2023-01-16,Tram,Route_1,06:23,07:57,98,Station_14,Station_5,10
2023-01-16,Metro,Route_8,11:29,12:20,55,Station_13,Station_9,7
2023-01-16,Bus,Route_4,17:20,18:45,33,Station_18,Station_7,7
2023-01-16,Metro,Route_1,08:51,08:59,83,Station_15,Station_7,7
2023-01-16,Train,Route_4,05:03,07:15,32,Station_10,Station_18,13
2023-01-16,Metro,Route_3,14:04,15:34,43,Station_18,Station_10,10
2023-01-16,Tram,Route_4,17:53,18:22,71,Station_12,Station_19,10
2023-01-16,Metro,Route_6,19:46,20:30,91,Station_13,Station_11,1
2023-01-16,Bus,Route_7,18:29,19:25,32,Station_16,Station_6,0
2023-01-16,Train,Route_2,08:20,09:38,49,Station_8,Station_15,11
2023-01-16,Bus,Route_8,18:58,20:34,31,Station_10,Station_10,4
2023-01-17,Tram,Route_6,13:10,15:01,99,Station_13,Station_15,6
2023-01-17,Metro,Route_9,11:26,13:06,69,Station_14,Station_11,0
2023-01-17,Bus,Route_5,03:22,03:54,43,Station_14,Station_17,14
2023-01-17,Metro,Route_1,09:10,11:09,57,Station_20,Station_1,11
2023-01-17,Tram,Route_2,18:29,19:00,97,Station_3,Station_1,5
2023-01-17,Metro,Route_4,12:39,13:56,17,Station_1,Station_11,7
2023-01-17,Metro,Route_10,10:10,11:09,55,Station_10,Station_8,7
2023-01-17,Train,Route_5,14:21,15:52,56,Station_5,Station_18,0
2023-01-17,Tram,Route_2,09:00,10:07,71,Station_16,Station_14,11
2023-01-17,Train,Route_4,16:16,16:35,17,Station_15,Station_16,3
2023-01-17,Metro,Route_2,16:38,18:17,97,Station_14,Station_5,1
2023-01-17,Metro,Route_4,08:19,08:38,13,Station_9,Station_8,15
2023-01-17,Metro,Route_10,21:38,22:58,96,Station_5,Station_17,0
2023-01-17,Bus,Route_4,22:09,23:04,95,Station_1,Station_16,10
2023-01-17,Tram,Route_5,19:37,20:41,5,Station_11,Station_19,4
2023-01-17,Tram,Route_9,16:53,18:55,26,Station_15,Station_3,4
2023-01-17,Metro,Route_7,17:02,17:27,78,Station_10,Station_4,6
2023-01-17,Train,Route_9,17:12,18:08,26,Station_3,Station_18,7
2023-01-17,Tram,Route_4,07:14,08:08,1,Station_18,Station_3,3
2023-01-17,Train,Route_1,17:20,18:44,25,Station_10,Station_15,8
2023-01-17,Train,Route_8,06:28,06:59,4,Station_17,Station_1,13
2023-01-17,Tram,Route_5,11:47,12:57,94,Station_1,Station_6,8
2023-01-17,Train,Route_9,16:28,18:08,30,Station_2,Station_8,13
2023-01-17,Bus,Route_8,17:50,19:31,47,Station_12,Station_19,10
2023-01-17,Train,Route_10,09:24,09:45,98,Station_2,Station_20,8
2023-01-17,Train,Route_2,21:06,22:30,78,Station_19,Station_14,9
2023-01-17,Metro,Route_6,07:57,08:41,4,Station_19,Station_1,13
2023-01-17,Tram,Route_3,15:11,15:51,42,Station_12,Station_9,5
2023-01-17,Tram,Route_3,21:40,22:06,89,Station_15,Station_11,14
2023-01-17,Train,Route_2,11:07,13:11,71,Station_13,Station_3,7
2023-01-17,Metro,Route_9,07:20,07:51,64,Station_17,Station_16,10
2023-01-17,Train,Route_10,15:42,17:50,16,Station_11,Station_13,15
2023-01-18,Train,Route_10,18:39,20:41,39,Station_8,Station_11,6
2023-01-18,Train,Route_2,11:53,13:14,55,Station_10,Station_15,14
2023-01-18,Bus,Route_7,18:50,19:14,29,Station_2,Station_12,3
2023-01-18,Train,Route_5,09:33,09:58,89,Station_10,Station_10,12
2023-01-18,Train,Route_2,17:04,18:35,49,Station_15,Station_6,5
2023-01-18,Tram,Route_3,12:10,13:29,85,Station_12,Station_12,1
2023-01-18,Bus,Route_7,03:03,03:44,35,Station_13,Station_3,14
2023-01-18,Metro,Route_10,19:40,21:14,79,Station_11,Station_20,8
2023-01-18,Train,Route_6,09:41,09:47,28,Station_1,Station_16,3
2023-01-18,Train,Route_4,15:29,15:42,60,Station_18,Station_7,12
2023-01-18,Train,Route_6,05:38,07:18,18,Station_18,Station_13,10
2023-01-18,Metro,Route_6,08:50,10:03,45,Station_4,Station_10,4
2023-01-18,Train,Route_7,12:58,13:00,40,Station_8,Station_7,1
2023-01-18,Bus,Route_2,14:46,15:22,1,Station_8,Station_20,7
2023-01-18,Bus,Route_3,17:07,19:08,82,Station_16,Station_19,9
2023-01-18,Train,Route_2,07:25,08:34,64,Station_18,Station_12,5
2023-01-18,Bus,Route_8,06:09,06:44,2,Station_20,Station_19,10
2023-01-18,Metro,Route_6,09:20,11:00,55,Station_3,Station_5,14
2023-01-18,Tram,Route_7,16:58,18:43,29,Station_2,Station_2,14
2023-01-18,Train,Route_5,17:01,18:09,16,Station_8,Station_20,10
2023-01-18,Metro,Route_7,21:55,23:41,87,Station_15,Station_16,3
2023-01-18,Metro,Route_2,10:14,11:51,2,Station_7,Station_15,14
2023-01-18,Train,Route_3,06:40,08:42,38,Station_18,Station_9,2
2023-01-18,Bus,Route_7,15:14,17:02,43,Station_14,Station_11,2
2023-01-18,Train,Route_10,07:08,07:42,54,Station_3,Station_2,13
2023-01-18,Metro,Route_4,15:10,16:44,16,Station_4,Station_15,7
2023-01-18,Train,Route_2,08:40,10:42,85,Station_16,Station_16,9
2023-01-18,Metro,Route_4,12:11,13:13,46,Station_8,Station_20,3
2023-01-18,Metro,Route_2,20:11,20:39,35,Station_12,Station_17,14
2023-01-18,Train,Route_4,18:13,18:18,64,Station_19,Station_11,0
2023-01-18,Tram,Route_3,05:20,06:03,78,Station_1,Station_15,14
2023-01-18,Metro,Route_10,17:43,17:59,82,Station_17,Station_10,2
2023-01-19,Tram,Route_3,21:05,22:09,13,Station_14,Station_10,6
2023-01-19,Train,Route_5,13:24,14:46,60,Station_5,Station_13,13
2023-01-19,Train,Route_5,22:21,22:52,80,Station_4,Station_10,0
2023-01-19,Tram,Route_3,11:53,13:41,92,Station_14,Station_9,12
2023-01-19,Train,Route_1,11:34,11:41,3,Station_8,Station_10,6
2023-01-19,Metro,Route_10,22:13,24:07,30,Station_12,Station_11,1
2023-01-19,Metro,Route_2,15:14,15:53,86,Station_12,Station_13,4
2023-01-19,Bus,Route_10,05:57,06:03,52,Station_5,Station_2,2
2023-01-19,Bus,Route_8,18:26,20:32,27,Station_12,Station_12,14
2023-01-19,Metro,Route_2,20:02,21:35,14,Station_8,Station_9,0
2023-01-19,Bus,Route_10,05:35,06:02,45,Station_5,Station_2,8
2023-01-19,Train,Route_2,15:28,17:32,46,Station_15,Station_10,10
2023-01-19,Tram,Route_6,09:52,10:33,17,Station_12,Station_7,6
2023-01-19,Train,Route_9,18:12,19:45,96,Station_4,Station_16,8
2023-01-19,Metro,Route_6,05:23,06:43,9,Station_12,Station_18,12
2023-01-19,Metro,Route_4,09:44,10:02,82,Station_9,Station_17,4
2023-01-19,Train,Route_8,20:52,22:35,97,Station_13,Station_9,3
2023-01-19,Train,Route_1,06:33,07:57,53,Station_12,Station_4,3
2023-01-19,Metro,Route_7,12:37,14:10,96,Station_10,Station_20,12
2023-01-19,Bus,Route_3,16:12,16:31,90,Station_18,Station_10,0
2023-01-19,Bus,Route_5,11:31,12:31,96,Station_13,Station_9,5
2023-01-19,Tram,Route_10,19:56,21:14,15,Station_20,Station_6,9
2023-01-19,Tram,Route_7,14:05,15:38,99,Station_9,Station_12,7
2023-01-19,Bus,Route_6,20:26,22:32,94,Station_14,Station_2,15
2023-01-19,Train,Route_2,21:00,22:24,12,Station_15,Station_9,3
2023-01-19,Train,Route_5,21:01,21:50,60,Station_20,Station_16,12
2023-01-19,Tram,Route_10,21:36,23:17,92,Station_19,Station_3,14
2023-01-19,Bus,Route_1,11:14,11:27,99,Station_11,Station_5,12
2023-01-19,Bus,Route_5,03:23,04:16,57,Station_10,Station_20,15
2023-01-19,Tram,Route_10,20:19,20:58,60,Station_11,Station_8,12
2023-01-19,Metro,Route_5,14:48,16:09,54,Station_5,Station_16,2
2023-01-19,Tram,Route_2,21:11,21:43,5,Station_20,Station_12,8
2023-01-20,Bus,Route_4,20:08,21:08,9,Station_12,Station_2,0
2023-01-20,Bus,Route_6,19:48,20:56,6,Station_15,Station_11,7
2023-01-20,Tram,Route_3,16:52,17:11,67,Station_13,Station_10,3
2023-01-20,Train,Route_3,17:59,19:03,9,Station_12,Station_2,3
2023-01-20,Metro,Route_7,14:44,16:22,68,Station_15,Station_6,6
2023-01-20,Bus,Route_8,16:30,18:14,56,Station_8,Station_10,3
2023-01-20,Metro,Route_3,06:05,07:32,36,Station_6,Station_4,12
2023-01-20,Train,Route_7,21:06,21:23,52,Station_10,Station_20,15
2023-01-20,Tram,Route_9,20:59,21:46,58,Station_19,Station_10,0
2023-01-20,Tram,Route_1,05:00,06:20,90,Station_11,Station_12,0
2023-01-20,Bus,Route_3,09:25,11:26,71,Station_3,Station_14,1
2023-01-20,Train,Route_1,15:04,16:16,92,Station_5,Station_8,12
2023-01-20,Metro,Route_9,05:36,07:18,73,Station_2,Station_3,10
2023-01-20,Metro,Route_3,11:15,12:23,23,Station_9,Station_8,14
2023-01-20,Bus,Route_5,11:47,13:50,3,Station_17,Station_5,9
2023-01-20,Tram,Route_10,14:56,15:34,17,Station_10,Station_11,5
2023-01-20,Bus,Route_7,17:35,19:08,25,Station_3,Station_18,4
2023-01-20,Bus,Route_10,06:43,08:27,44,Station_15,Station_14,9
2023-01-20,Train,Route_8,05:32,07:06,73,Station_6,Station_14,4
2023-01-20,Tram,Route_8,12:37,14:15,13,Station_5,Station_4,9
2023-01-20,Bus,Route_4,22:17,22:50,23,Station_16,Station_14,10
2023-01-20,Bus,Route_7,03:46,05:12,46,Station_15,Station_16,4
2023-01-20,Tram,Route_6,05:07,06:47,66,Station_7,Station_18,14
2023-01-20,Bus,Route_1,13:29,14:01,24,Station_17,Station_9,9
2023-01-20,Tram,Route_2,08:40,09:37,44,Station_11,Station_1,4
2023-01-20,Metro,Route_9,10:30,12:22,81,Station_14,Station_13,14
2023-01-20,Metro,Route_2,16:58,17:19,20,Station_9,Station_13,7
2023-01-20,Tram,Route_1,17:54,19:03,42,Station_14,Station_14,4
2023-01-20,Train,Route_9,22:32,24:23,77,Station_7,Station_9,6
2023-01-20,Metro,Route_6,09:42,10:39,83,Station_14,Station_20,5
2023-01-20,Tram,Route_8,08:32,10:05,43,Station_8,Station_6,11
2023-01-20,Train,Route_6,17:58,19:07,81,Station_12,Station_17,8
2023-01-21,Train,Route_10,14:50,15:17,20,Station_8,Station_6,3
2023-01-21,Bus,Route_4,22:10,24:07,35,Station_17,Station_4,3
2023-01-21,Tram,Route_1,14:11,14:41,60,Station_20,Station_7,11
2023-01-21,Train,Route_7,18:07,19:29,82,Station_8,Station_20,8
2023-01-21,Metro,Route_4,07:32,09:04,82,Station_12,Station_5,8
2023-01-21,Metro,Route_7,17:49,19:53,78,Station_5,Station_18,11
2023-01-21,Bus,Route_1,12:29,13:40,56,Station_17,Station_15,9
2023-01-21,Tram,Route_7,15:27,15:49,58,Station_20,Station_19,7
2023-01-21,Train,Route_6,05:15,06:24,30,Station_18,Station_5,13
2023-01-21,Metro,Route_8,14:00,15:29,81,Station_5,Station_19,5
2023-01-21,Train,Route_5,11:53,12:47,73,Station_11,Station_15,8
2023-01-21,Metro,Route_6,05:34,07:01,30,Station_1,Station_6,7
2023-01-21,Tram,Route_6,10:12,11:52,90,Station_13,Station_3,10
2023-01-21,Train,Route_3,05:11,05:38,70,Station_14,Station_13,12
2023-01-21,Bus,Route_7,16:51,18:21,47,Station_15,Station_18,1
2023-01-21,Tram,Route_10,21:33,21:48,58,Station_1,Station_18,13
2023-01-21,Train,Route_8,07:42,09:15,73,Station_8,Station_2,3
2023-01-21,Bus,Route_1,09:38,10:37,99,Station_6,Station_9,11
2023-01-21,Metro,Route_7,22:33,22:50,73,Station_10,Station_14,4
2023-01-21,Tram,Route_6,19:32,20:04,72,Station_19,Station_17,9
2023-01-21,Train,Route_6,10:19,12:26,2,Station_2,Station_13,12
2023-01-21,Metro,Route_8,16:57,18:33,94,Station_17,Station_8,9
2023-01-21,Tram,Route_5,10:46,12:44,28,Station_11,Station_19,9
2023-01-21,Train,Route_1,15:07,15:47,28,Station_1,Station_15,6
2023-01-21,Train,Route_4,09:32,10:00,66,Station_4,Station_12,10
2023-01-21,Bus,Route_8,17:30,18:23,48,Station_3,Station_7,5
2023-01-21,Tram,Route_6,13:19,14:32,81,Station_16,Station_12,7
2023-01-21,Tram,Route_8,10:50,12:28,61,Station_19,Station_4,15
2023-01-21,Metro,Route_2,05:46,07:13,61,Station_16,Station_10,5
2023-01-21,Train,Route_4,19:47,21:40,44,Station_7,Station_4,11
2023-01-21,Tram,Route_3,20:23,20:44,83,Station_3,Station_13,5
2023-01-21,Train,Route_7,17:48,18:28,74,Station_17,Station_10,15
2023-01-22,Tram,Route_9,10:35,13:33,25,Station_16,Station_11,59
2023-01-22,Metro,Route_3,22:08,23:34,44,Station_6,Station_6,57
2023-01-22,Train,Route_9,18:09,19:50,35,Station_7,Station_15,63
2023-01-22,Metro,Route_1,08:27,11:08,84,Station_16,Station_12,58
2023-01-22,Bus,Route_4,15:45,17:35,18,Station_7,Station_1,48
2023-01-22,Tram,Route_9,11:18,12:35,25,Station_11,Station_5,15
2023-01-22,Train,Route_9,14:41,17:09,100,Station_10,Station_3,66
2023-01-22,Train,Route_7,20:49,23:40,3,Station_9,Station_19,68
2023-01-22,Tram,Route_4,19:45,21:57,74,Station_16,Station_16,27
2023-01-22,Tram,Route_8,22:15,23:59,19,Station_7,Station_4,36
2023-01-22,Bus,Route_9,05:05,06:45,47,Station_15,Station_8,35
2023-01-22,Metro,Route_5,13:25,14:47,86,Station_17,Station_3,33
2023-01-22,Bus,Route_7,06:59,08:42,51,Station_11,Station_18,40
2023-01-22,Train,Route_5,06:24,08:04,91,Station_20,Station_10,48
2023-01-22,Tram,Route_9,08:33,10:05,38,Station_13,Station_14,46
2023-01-22,Train,Route_5,17:38,19:00,30,Station_14,Station_16,33
2023-01-22,Train,Route_8,22:23,23:54,15,Station_5,Station_14,45
2023-01-22,Metro,Route_5,15:51,17:20,58,Station_3,Station_15,37
2023-01-22,Bus,Route_9,05:17,06:07,76,Station_20,Station_15,45
2023-01-22,Train,Route_3,10:55,12:23,1,Station_3,Station_13,40
2023-01-22,Bus,Route_6,20:28,22:27,96,Station_6,Station_12,70
2023-01-22,Tram,Route_1,20:50,22:04,52,Station_20,Station_3,40
2023-01-22,Metro,Route_9,21:45,24:47,55,Station_10,Station_5,62
2023-01-22,Bus,Route_2,17:54,19:31,24,Station_12,Station_6,18
2023-01-22,Train,Route_3,18:20,20:00,3,Station_20,Station_12,18
2023-01-22,Train,Route_2,14:36,16:40,65,Station_10,Station_13,23
2023-01-22,Tram,Route_5,13:13,14:17,38,Station_9,Station_18,23
2023-01-22,Metro,Route_1,08:33,09:46,90,Station_6,Station_10,46
2023-01-22,Metro,Route_7,10:27,13:17,10,Station_13,Station_6,61
2023-01-22,Bus,Route_5,13:25,15:14,7,Station_7,Station_7,52
2023-01-22,Train,Route_10,20:11,21:55,57,Station_19,Station_18,52
2023-01-22,Train,Route_10,12:25,13:26,36,Station_5,Station_7,18
2023-01-23,Train,Route_4,12:37,14:13,37,Station_9,Station_12,19
2023-01-23,Train,Route_10,19:47,22:36,12,Station_17,Station_13,49
2023-01-23,Metro,Route_6,10:11,12:02,99,Station_9,Station_12,33
2023-01-23,Metro,Route_10,06:15,08:03,36,Station_9,Station_13,41
2023-01-23,Metro,Route_3,22:36,24:57,95,Station_4,Station_5,62
2023-01-23,Metro,Route_8,11:07,13:50,25,Station_15,Station_19,56
2023-01-23,Train,Route_3,10:11,11:24,9,Station_10,Station_9,41
2023-01-23,Metro,Route_2,17:14,18:20,31,Station_17,Station_19,46
2023-01-23,Bus,Route_2,03:59,06:28,35,Station_10,Station_18,36
2023-01-23,Tram,Route_6,18:09,20:22,19,Station_5,Station_12,30
2023-01-23,Bus,Route_3,17:42,19:01,49,Station_13,Station_3,43
2023-01-23,Bus,Route_6,07:45,09:27,75,Station_15,Station_17,31
2023-01-23,Bus,Route_5,15:23,17:47,99,Station_7,Station_13,51
2023-01-23,Tram,Route_1,21:31,24:02,33,Station_7,Station_13,38
2023-01-23,Metro,Route_6,12:18,13:45,2,Station_18,Station_16,26
2023-01-23,Bus,Route_8,22:17,23:33,77,Station_18,Station_14,37
2023-01-23,Metro,Route_2,17:40,19:03,13,Station_5,Station_11,57
2023-01-23,Tram,Route_7,11:32,13:14,33,Station_8,Station_4,65
2023-01-23,Bus,Route_2,12:13,14:31,41,Station_4,Station_17,23
2023-01-23,Tram,Route_7,08:33,10:26,22,Station_14,Station_16,56
2023-01-23,Train,Route_5,08:27,09:51,4,Station_17,Station_2,33
2023-01-23,Train,Route_10,20:23,23:28,9,Station_17,Station_12,75
2023-01-23,Bus,Route_7,16:22,18:47,83,Station_12,Station_7,50
2023-01-23,Bus,Route_6,14:43,15:33,14,Station_20,Station_18,38
2023-01-23,Train,Route_1,05:08,06:53,66,Station_1,Station_14,48
2023-01-23,Tram,Route_4,17:51,19:32,83,Station_3,Station_18,57
2023-01-23,Bus,Route_9,12:59,14:12,11,Station_9,Station_1,55
2023-01-23,Metro,Route_1,17:57,19:18,15,Station_13,Station_20,20
2023-01-23,Tram,Route_3,14:42,16:44,51,Station_16,Station_6,59
2023-01-23,Bus,Route_2,06:49,08:00,10,Station_1,Station_10,58
2023-01-23,Bus,Route_6,21:27,24:05,29,Station_2,Station_10,49
2023-01-23,Metro,Route_2,20:31,22:57,17,Station_6,Station_7,31
2023-01-24,Tram,Route_3,07:38,08:13,71,Station_13,Station_12,5
